county,gender,race,year,y,n,county_name
22,1,2,10,1,2771,Erie
22,1,2,11,3,2823,Erie
22,1,2,12,1,2832,Erie
22,1,2,13,3,2911,Erie
22,1,2,14,0,2963,Erie
22,1,2,15,3,2988,Erie
22,1,2,16,3,3014,Erie
22,1,2,17,5,3071,Erie
22,1,2,18,2,3097,Erie
22,1,2,19,1,3156,Erie
22,1,2,20,1,3215,Erie
22,1,2,21,2,3254,Erie
22,2,1,1,4,35231,Erie
22,2,1,2,2,35684,Erie
22,2,1,3,5,36044,Erie
22,2,1,4,1,36701,Erie
22,2,1,5,6,36681,Erie
22,2,1,6,5,36945,Erie
22,2,1,7,8,36839,Erie
22,2,1,8,7,37038,Erie
22,2,1,9,6,36941,Erie
22,2,1,10,7,37019,Erie
22,2,1,11,12,37167,Erie
22,2,1,12,8,36903,Erie
22,2,1,13,11,37324,Erie
22,2,1,14,8,37136,Erie
22,2,1,15,12,36606,Erie
22,2,1,16,7,36047,Erie
22,2,1,17,11,35948,Erie
22,2,1,18,15,35729,Erie
22,2,1,19,16,35468,Erie
22,2,1,20,12,35388,Erie
22,2,1,21,19,35238,Erie
22,2,2,1,0,2578,Erie
22,2,2,2,0,2641,Erie
22,2,2,3,0,2702,Erie
22,2,2,4,0,2757,Erie
22,2,2,5,0,2795,Erie
22,2,2,6,0,2840,Erie
22,2,2,7,0,2882,Erie
22,2,2,8,0,2941,Erie
22,2,2,9,0,2981,Erie
22,2,2,10,0,3023,Erie
22,2,2,11,0,3056,Erie
22,2,2,12,0,3114,Erie
22,2,2,13,1,3200,Erie
22,2,2,14,1,3286,Erie
22,2,2,15,1,3340,Erie
22,2,2,16,0,3400,Erie
22,2,2,17,1,3466,Erie
22,2,2,18,1,3560,Erie
22,2,2,19,0,3607,Erie
22,2,2,20,1,3670,Erie
22,2,2,21,1,3745,Erie
23,1,1,1,14,34125,Fairfield
23,1,1,2,24,34877,Fairfield
23,1,1,3,24,35579,Fairfield
23,1,1,4,21,36625,Fairfield
23,1,1,5,26,37327,Fairfield
23,1,1,6,19,38738,Fairfield
23,1,1,7,26,39948,Fairfield
23,1,1,8,20,40992,Fairfield
23,1,1,9,30,41599,Fairfield
23,1,1,10,24,42112,Fairfield
23,1,1,11,33,43141,Fairfield
23,1,1,12,30,44420,Fairfield
23,1,1,13,24,45490,Fairfield
23,1,1,14,30,46149,Fairfield
23,1,1,15,34,46287,Fairfield
23,1,1,16,40,46076,Fairfield
23,1,1,17,25,46409,Fairfield
23,1,1,18,38,46795,Fairfield
23,1,1,19,37,47569,Fairfield
23,1,1,20,35,48410,Fairfield
23,1,1,21,31,49045,Fairfield
23,1,2,1,0,695,Fairfield
23,1,2,2,0,634,Fairfield
23,1,2,3,0,580,Fairfield
23,1,2,4,1,536,Fairfield
23,1,2,5,0,501,Fairfield
23,1,2,6,0,453,Fairfield
23,1,2,7,0,522,Fairfield
23,1,2,8,0,581,Fairfield
23,1,2,9,0,548,Fairfield
23,1,2,10,0,415,Fairfield
23,1,2,11,0,417,Fairfield
23,1,2,12,0,428,Fairfield
23,1,2,13,0,317,Fairfield
23,1,2,14,0,322,Fairfield
23,1,2,15,1,341,Fairfield
23,1,2,16,0,337,Fairfield
23,1,2,17,1,343,Fairfield
23,1,2,18,0,344,Fairfield
23,1,2,19,0,357,Fairfield
23,1,2,20,0,377,Fairfield
23,1,2,21,1,382,Fairfield
23,2,1,1,6,35656,Fairfield
23,2,1,2,5,36413,Fairfield
23,2,1,3,2,37091,Fairfield
23,2,1,4,3,38035,Fairfield
23,2,1,5,10,38671,Fairfield
23,2,1,6,6,39975,Fairfield
23,2,1,7,11,41174,Fairfield
23,2,1,8,8,42389,Fairfield
23,2,1,9,6,43166,Fairfield
23,2,1,10,12,43714,Fairfield
23,2,1,11,7,44926,Fairfield
23,2,1,12,11,46288,Fairfield
23,2,1,13,9,47499,Fairfield
23,2,1,14,8,48194,Fairfield
23,2,1,15,13,48253,Fairfield
23,2,1,16,13,47982,Fairfield
23,2,1,17,7,48150,Fairfield
23,2,1,18,16,48520,Fairfield
23,2,1,19,14,49243,Fairfield
23,2,1,20,19,50038,Fairfield
23,2,1,21,13,50615,Fairfield
23,2,2,1,0,200,Fairfield
23,2,2,2,0,178,Fairfield
23,2,2,3,0,174,Fairfield
23,2,2,4,0,156,Fairfield
23,2,2,5,0,143,Fairfield
23,2,2,6,0,141,Fairfield
23,2,2,7,0,122,Fairfield
23,2,2,8,0,114,Fairfield
23,2,2,9,0,159,Fairfield
23,2,2,10,0,206,Fairfield
23,2,2,11,0,255,Fairfield
23,2,2,12,0,287,Fairfield
23,2,2,13,0,324,Fairfield
23,2,2,14,0,346,Fairfield
23,2,2,15,0,354,Fairfield
23,2,2,16,0,347,Fairfield
23,2,2,17,0,352,Fairfield
23,2,2,18,0,365,Fairfield
23,2,2,19,0,381,Fairfield
23,2,2,20,0,403,Fairfield
23,2,2,21,0,417,Fairfield
24,1,1,1,4,11660,Fayette
24,1,1,2,3,11821,Fayette
24,1,1,3,9,11949,Fayette
24,1,1,4,10,12224,Fayette
24,1,1,5,10,12638,Fayette
24,1,1,6,14,12546,Fayette
24,1,1,7,9,12584,Fayette
24,1,1,8,6,12562,Fayette
24,1,1,9,9,12700,Fayette
24,1,1,10,9,12795,Fayette
24,1,1,11,7,12706,Fayette
24,1,1,12,10,12916,Fayette
24,1,1,13,10,12850,Fayette
24,1,1,14,17,12805,Fayette
24,1,1,15,11,12825,Fayette
24,1,1,16,14,12933,Fayette
24,1,1,17,11,12908,Fayette
24,1,1,18,13,12897,Fayette
24,1,1,19,15,12864,Fayette
24,1,1,20,11,12928,Fayette
24,1,1,21,12,12987,Fayette
24,1,2,1,0,355,Fayette
24,1,2,2,0,353,Fayette
24,1,2,3,0,364,Fayette
24,1,2,4,0,361,Fayette
24,1,2,5,0,374,Fayette
24,1,2,6,0,390,Fayette
24,1,2,7,0,374,Fayette
24,1,2,8,0,381,Fayette
24,1,2,9,0,388,Fayette
24,1,2,10,0,389,Fayette
24,1,2,11,0,392,Fayette
24,1,2,12,1,404,Fayette
24,1,2,13,0,401,Fayette
24,1,2,14,1,404,Fayette
24,1,2,15,0,416,Fayette
24,1,2,16,0,423,Fayette
24,1,2,17,1,426,Fayette
24,1,2,18,0,431,Fayette
24,1,2,19,0,434,Fayette
24,1,2,20,0,440,Fayette
24,1,2,21,1,442,Fayette
24,2,1,1,2,12496,Fayette
24,2,1,2,0,12656,Fayette
24,2,1,3,3,12749,Fayette
24,2,1,4,2,12982,Fayette
24,2,1,5,0,13386,Fayette
24,2,1,6,2,13292,Fayette
24,2,1,7,2,13364,Fayette
24,2,1,8,1,13307,Fayette
24,2,1,9,2,13502,Fayette
24,2,1,10,1,13565,Fayette
24,2,1,11,6,13545,Fayette
24,2,1,12,4,13737,Fayette
24,2,1,13,4,13674,Fayette
24,2,1,14,4,13630,Fayette
24,2,1,15,4,13671,Fayette
24,2,1,16,1,13771,Fayette
24,2,1,17,2,13709,Fayette
24,2,1,18,3,13691,Fayette
24,2,1,19,8,13690,Fayette
24,2,1,20,5,13723,Fayette
24,2,1,21,5,13734,Fayette
24,2,2,1,0,377,Fayette
24,2,2,2,0,384,Fayette
24,2,2,3,0,386,Fayette
24,2,2,4,0,380,Fayette
24,2,2,5,0,387,Fayette
24,2,2,6,1,378,Fayette
24,2,2,7,1,380,Fayette
24,2,2,8,0,391,Fayette
24,2,2,9,0,384,Fayette
24,2,2,10,0,382,Fayette
24,2,2,11,0,391,Fayette
24,2,2,12,0,396,Fayette
24,2,2,13,0,397,Fayette
24,2,2,14,0,400,Fayette
24,2,2,15,0,397,Fayette
24,2,2,16,0,412,Fayette
24,2,2,17,0,420,Fayette
24,2,2,18,0,424,Fayette
24,2,2,19,0,434,Fayette
24,2,2,20,1,433,Fayette
24,2,2,21,0,437,Fayette
25,1,1,1,167,344318,Franklin
25,1,1,2,165,348006,Franklin
25,1,1,3,181,351264,Franklin
25,1,1,4,176,357983,Franklin
25,1,1,5,200,359599,Franklin
25,1,1,6,179,359886,Franklin
25,1,1,7,187,360310,Franklin
25,1,1,8,217,359789,Franklin
25,1,1,9,199,359162,Franklin
25,1,1,10,225,360659,Franklin
25,1,1,11,203,359984,Franklin
25,1,1,12,242,358538,Franklin
25,1,1,13,236,352275,Franklin
25,1,1,14,241,355179,Franklin
25,1,1,15,279,355483,Franklin
25,1,1,16,270,355471,Franklin
25,1,1,17,254,358382,Franklin
25,1,1,18,290,360427,Franklin
25,1,1,19,263,364753,Franklin
25,1,1,20,266,368596,Franklin
25,1,1,21,292,372347,Franklin
25,1,2,1,29,48830,Franklin
25,1,2,2,33,50359,Franklin
25,1,2,3,32,52561,Franklin
25,1,2,4,30,54022,Franklin
25,1,2,5,42,55448,Franklin
25,1,2,6,26,56798,Franklin
25,1,2,7,39,58236,Franklin
25,1,2,8,35,59624,Franklin
25,1,2,9,40,60802,Franklin
25,1,2,10,46,62368,Franklin
25,1,2,11,46,63788,Franklin
25,1,2,12,57,65517,Franklin
25,1,2,13,45,66369,Franklin
25,1,2,14,44,68044,Franklin
25,1,2,15,47,69559,Franklin
25,1,2,16,54,70665,Franklin
25,1,2,17,52,72078,Franklin
25,1,2,18,75,73462,Franklin
25,1,2,19,58,74991,Franklin
25,1,2,20,52,76537,Franklin
25,1,2,21,52,78273,Franklin
25,2,1,1,45,367117,Franklin
25,2,1,2,42,371548,Franklin
25,2,1,3,53,374617,Franklin
25,2,1,4,48,380821,Franklin
25,2,1,5,50,381865,Franklin
25,2,1,6,55,382219,Franklin
25,2,1,7,65,382812,Franklin
25,2,1,8,71,382749,Franklin
25,2,1,9,84,382378,Franklin
25,2,1,10,70,383555,Franklin
25,2,1,11,92,383061,Franklin
25,2,1,12,90,381932,Franklin
25,2,1,13,102,376648,Franklin
25,2,1,14,132,379523,Franklin
25,2,1,15,109,380188,Franklin
25,2,1,16,136,380804,Franklin
25,2,1,17,115,383226,Franklin
25,2,1,18,140,384913,Franklin
25,2,1,19,164,389642,Franklin
25,2,1,20,146,393610,Franklin
25,2,1,21,172,397189,Franklin
25,2,2,1,5,52981,Franklin
25,2,2,2,12,54795,Franklin
25,2,2,3,7,57102,Franklin
25,2,2,4,8,58731,Franklin
25,2,2,5,10,60271,Franklin
25,2,2,6,7,61964,Franklin
25,2,2,7,10,63478,Franklin
25,2,2,8,5,65280,Franklin
25,2,2,9,15,66624,Franklin
25,2,2,10,9,68507,Franklin
25,2,2,11,16,70228,Franklin
25,2,2,12,13,72367,Franklin
25,2,2,13,19,73505,Franklin
25,2,2,14,14,75045,Franklin
25,2,2,15,16,76472,Franklin
25,2,2,16,18,77524,Franklin
25,2,2,17,23,78732,Franklin
25,2,2,18,19,79927,Franklin
25,2,2,19,14,81604,Franklin
25,2,2,20,24,83212,Franklin
25,2,2,21,27,85008,Franklin
26,1,1,1,4,15521,Fulton
26,1,1,2,7,15785,Fulton
26,1,1,3,4,16091,Fulton
26,1,1,4,6,16532,Fulton
26,1,1,5,10,17188,Fulton
26,1,1,6,3,17204,Fulton
26,1,1,7,4,17549,Fulton
26,1,1,8,9,17508,Fulton
26,1,1,9,8,17812,Fulton
26,1,1,10,2,18113,Fulton
26,1,1,11,10,18268,Fulton
26,1,1,12,9,18415,Fulton
26,1,1,13,8,18372,Fulton
26,1,1,14,12,18441,Fulton
26,1,1,15,5,18371,Fulton
26,1,1,16,11,18355,Fulton
26,1,1,17,13,18540,Fulton
26,1,1,18,8,18625,Fulton
26,1,1,19,3,18365,Fulton
26,1,1,20,8,18569,Fulton
26,1,1,21,8,18600,Fulton
26,1,2,1,0,50,Fulton
26,1,2,2,0,54,Fulton
26,1,2,3,0,55,Fulton
26,1,2,4,0,57,Fulton
26,1,2,5,0,55,Fulton
26,1,2,6,0,60,Fulton
26,1,2,7,0,63,Fulton
26,1,2,8,1,65,Fulton
26,1,2,9,0,66,Fulton
26,1,2,10,0,70,Fulton
26,1,2,11,0,75,Fulton
26,1,2,12,0,79,Fulton
26,1,2,13,0,80,Fulton
26,1,2,14,0,75,Fulton
26,1,2,15,0,70,Fulton
26,1,2,16,1,67,Fulton
26,1,2,17,0,65,Fulton
26,1,2,18,0,64,Fulton
26,1,2,19,0,61,Fulton
26,1,2,20,0,61,Fulton
26,1,2,21,1,62,Fulton
26,2,1,1,1,16358,Fulton
26,2,1,2,0,16643,Fulton
26,2,1,3,1,16909,Fulton
26,2,1,4,0,17351,Fulton
26,2,1,5,6,17961,Fulton
26,2,1,6,2,17998,Fulton
26,2,1,7,0,18305,Fulton
26,2,1,8,4,18253,Fulton
26,2,1,9,4,18561,Fulton
26,2,1,10,0,18879,Fulton
26,2,1,11,3,19080,Fulton
26,2,1,12,3,19155,Fulton
26,2,1,13,1,19151,Fulton
26,2,1,14,3,19275,Fulton
26,2,1,15,3,19224,Fulton
26,2,1,16,4,19230,Fulton
26,2,1,17,5,19432,Fulton
26,2,1,18,1,19554,Fulton
26,2,1,19,4,19277,Fulton
26,2,1,20,8,19427,Fulton
26,2,1,21,2,19444,Fulton
26,2,2,1,0,47,Fulton
26,2,2,2,0,46,Fulton
26,2,2,3,0,53,Fulton
26,2,2,4,0,48,Fulton
26,2,2,5,0,52,Fulton
26,2,2,6,0,56,Fulton
26,2,2,7,0,62,Fulton
26,2,2,8,0,63,Fulton
26,2,2,9,0,64,Fulton
26,2,2,10,0,69,Fulton
26,2,2,11,0,70,Fulton
26,2,2,12,0,72,Fulton
26,2,2,13,0,73,Fulton
26,2,2,14,0,66,Fulton
26,2,2,15,0,60,Fulton
26,2,2,16,0,61,Fulton
26,2,2,17,0,62,Fulton
26,2,2,18,0,61,Fulton
26,2,2,19,0,58,Fulton
26,2,2,20,0,64,Fulton
26,2,2,21,0,65,Fulton
27,1,1,1,3,11299,Gallia
27,1,1,2,7,11613,Gallia
27,1,1,3,9,11930,Gallia
27,1,1,4,4,12378,Gallia
27,1,1,5,4,12588,Gallia
27,1,1,6,8,12768,Gallia
27,1,1,7,12,12914,Gallia
27,1,1,8,9,13676,Gallia
27,1,1,9,10,13630,Gallia
27,1,1,10,9,14309,Gallia
27,1,1,11,13,14083,Gallia
27,1,1,12,12,13972,Gallia
27,1,1,13,12,14259,Gallia
27,1,1,14,13,14284,Gallia
27,1,1,15,7,14073,Gallia
27,1,1,16,13,14090,Gallia
27,1,1,17,7,14234,Gallia
27,1,1,18,5,14221,Gallia
27,1,1,19,11,14154,Gallia
27,1,1,20,14,14318,Gallia
27,1,1,21,19,14389,Gallia
27,1,2,1,0,550,Gallia
27,1,2,2,1,548,Gallia
27,1,2,3,1,563,Gallia
27,1,2,4,0,565,Gallia
27,1,2,5,0,568,Gallia
27,1,2,6,1,557,Gallia
27,1,2,7,0,551,Gallia
27,1,2,8,1,567,Gallia
27,1,2,9,0,557,Gallia
27,1,2,10,0,571,Gallia
27,1,2,11,1,559,Gallia
27,1,2,12,2,540,Gallia
27,1,2,13,1,542,Gallia
27,1,2,14,0,568,Gallia
27,1,2,15,1,581,Gallia
27,1,2,16,1,592,Gallia
27,1,2,17,0,608,Gallia
27,1,2,18,0,633,Gallia
27,1,2,19,1,641,Gallia
27,1,2,20,0,662,Gallia
27,1,2,21,2,686,Gallia
27,2,1,1,0,11696,Gallia
27,2,1,2,2,12035,Gallia
27,2,1,3,2,12309,Gallia
27,2,1,4,1,12725,Gallia
27,2,1,5,0,13034,Gallia
27,2,1,6,2,13099,Gallia
27,2,1,7,1,13282,Gallia
27,2,1,8,3,14059,Gallia
27,2,1,9,3,13977,Gallia
27,2,1,10,3,14689,Gallia
27,2,1,11,3,14518,Gallia
27,2,1,12,6,14423,Gallia
27,2,1,13,2,14702,Gallia
27,2,1,14,4,14751,Gallia
27,2,1,15,3,14525,Gallia
27,2,1,16,1,14514,Gallia
27,2,1,17,3,14601,Gallia
27,2,1,18,1,14600,Gallia
27,2,1,19,4,14496,Gallia
27,2,1,20,5,14664,Gallia
27,2,1,21,8,14710,Gallia
27,2,2,1,0,557,Gallia
27,2,2,2,0,550,Gallia
27,2,2,3,1,569,Gallia
27,2,2,4,0,547,Gallia
27,2,2,5,0,551,Gallia
27,2,2,6,0,531,Gallia
27,2,2,7,0,535,Gallia
27,2,2,8,0,551,Gallia
27,2,2,9,0,545,Gallia
27,2,2,10,0,561,Gallia
27,2,2,11,0,552,Gallia
27,2,2,12,0,529,Gallia
27,2,2,13,0,548,Gallia
27,2,2,14,0,561,Gallia
27,2,2,15,1,570,Gallia
27,2,2,16,0,587,Gallia
27,2,2,17,0,605,Gallia
27,2,2,18,0,612,Gallia
27,2,2,19,0,627,Gallia
27,2,2,20,0,650,Gallia
27,2,2,21,0,665,Gallia
28,1,1,1,4,30415,Geauga
28,1,1,2,10,30515,Geauga
28,1,1,3,16,30570,Geauga
28,1,1,4,17,30852,Geauga
28,1,1,5,8,31058,Geauga
28,1,1,6,12,32256,Geauga
28,1,1,7,8,32437,Geauga
28,1,1,8,10,33304,Geauga
28,1,1,9,12,33280,Geauga
28,1,1,10,21,34480,Geauga
28,1,1,11,11,35839,Geauga
28,1,1,12,15,35978,Geauga
28,1,1,13,17,36308,Geauga
28,1,1,14,18,36438,Geauga
28,1,1,15,27,36356,Geauga
28,1,1,16,16,36229,Geauga
28,1,1,17,13,36236,Geauga
28,1,1,18,11,36370,Geauga
28,1,1,19,24,37095,Geauga
28,1,1,20,19,37375,Geauga
28,1,1,21,17,37759,Geauga
28,1,2,1,0,472,Geauga
28,1,2,2,0,480,Geauga
28,1,2,3,0,496,Geauga
28,1,2,4,0,498,Geauga
28,1,2,5,0,502,Geauga
28,1,2,6,0,522,Geauga
28,1,2,7,1,532,Geauga
28,1,2,8,1,547,Geauga
28,1,2,9,0,553,Geauga
28,1,2,10,1,576,Geauga
28,1,2,11,1,604,Geauga
28,1,2,12,0,611,Geauga
28,1,2,13,0,629,Geauga
28,1,2,14,0,690,Geauga
28,1,2,15,0,752,Geauga
28,1,2,16,0,799,Geauga
28,1,2,17,1,844,Geauga
28,1,2,18,0,893,Geauga
28,1,2,19,1,945,Geauga
28,1,2,20,1,1004,Geauga
28,1,2,21,1,1051,Geauga
28,2,1,1,3,31131,Geauga
28,2,1,2,3,31142,Geauga
28,2,1,3,1,31087,Geauga
28,2,1,4,0,31199,Geauga
28,2,1,5,0,31302,Geauga
28,2,1,6,4,32492,Geauga
28,2,1,7,3,32591,Geauga
28,2,1,8,3,33326,Geauga
28,2,1,9,3,33440,Geauga
28,2,1,10,2,34725,Geauga
28,2,1,11,3,36148,Geauga
28,2,1,12,5,36325,Geauga
28,2,1,13,5,36660,Geauga
28,2,1,14,11,36697,Geauga
28,2,1,15,9,36671,Geauga
28,2,1,16,9,36548,Geauga
28,2,1,17,6,36563,Geauga
28,2,1,18,9,36637,Geauga
28,2,1,19,13,37368,Geauga
28,2,1,20,8,37611,Geauga
28,2,1,21,12,37973,Geauga
28,2,2,1,0,496,Geauga
28,2,2,2,0,508,Geauga
28,2,2,3,0,518,Geauga
28,2,2,4,0,515,Geauga
28,2,2,5,0,522,Geauga
28,2,2,6,0,534,Geauga
28,2,2,7,0,545,Geauga
28,2,2,8,0,555,Geauga
28,2,2,9,0,565,Geauga
28,2,2,10,0,592,Geauga
28,2,2,11,0,619,Geauga
28,2,2,12,0,624,Geauga
28,2,2,13,0,645,Geauga
28,2,2,14,0,701,Geauga
28,2,2,15,0,759,Geauga
28,2,2,16,0,803,Geauga
28,2,2,17,0,842,Geauga
28,2,2,18,0,878,Geauga
28,2,2,19,0,940,Geauga
28,2,2,20,0,989,Geauga
28,2,2,21,0,1040,Geauga
29,1,1,1,17,57863,Greene
29,1,1,2,18,58120,Greene
29,1,1,3,18,58390,Greene
29,1,1,4,17,59227,Greene
29,1,1,5,24,58617,Greene
29,1,1,6,21,58837,Greene
29,1,1,7,22,58459,Greene
29,1,1,8,17,58339,Greene
29,1,1,9,27,59162,Greene
29,1,1,10,33,59134,Greene
29,1,1,11,37,59399,Greene
29,1,1,12,37,59507,Greene
29,1,1,13,32,59087,Greene
29,1,1,14,27,59099,Greene
29,1,1,15,25,59001,Greene
29,1,1,16,33,58440,Greene
29,1,1,17,35,58122,Greene
29,1,1,18,45,58501,Greene
29,1,1,19,35,58795,Greene
29,1,1,20,32,59394,Greene
29,1,1,21,33,59692,Greene
29,1,2,1,0,4062,Greene
29,1,2,2,3,4131,Greene
29,1,2,3,0,4225,Greene
29,1,2,4,2,4335,Greene
29,1,2,5,2,4344,Greene
29,1,2,6,1,4449,Greene
29,1,2,7,0,4489,Greene
29,1,2,8,2,4569,Greene
29,1,2,9,4,4722,Greene
29,1,2,10,2,4753,Greene
29,1,2,11,3,4871,Greene
29,1,2,12,1,4989,Greene
29,1,2,13,4,5049,Greene
29,1,2,14,2,5174,Greene
29,1,2,15,2,5320,Greene
29,1,2,16,4,5359,Greene
29,1,2,17,4,5390,Greene
29,1,2,18,1,5589,Greene
29,1,2,19,3,5763,Greene
29,1,2,20,4,5922,Greene
29,1,2,21,4,6047,Greene
29,2,1,1,4,56677,Greene
29,2,1,2,8,57326,Greene
29,2,1,3,7,57665,Greene
29,2,1,4,7,58715,Greene
29,2,1,5,8,58210,Greene
29,2,1,6,5,58640,Greene
29,2,1,7,5,58278,Greene
29,2,1,8,7,58168,Greene
29,2,1,9,6,59272,Greene
29,2,1,10,10,59754,Greene
29,2,1,11,6,60063,Greene
29,2,1,12,11,60219,Greene
29,2,1,13,7,60113,Greene
29,2,1,14,15,60403,Greene
29,2,1,15,9,60599,Greene
29,2,1,16,19,60281,Greene
29,2,1,17,11,60011,Greene
29,2,1,18,23,59916,Greene
29,2,1,19,12,60160,Greene
29,2,1,20,22,60834,Greene
29,2,1,21,14,61060,Greene
29,2,2,1,0,4328,Greene
29,2,2,2,1,4410,Greene
29,2,2,3,2,4507,Greene
29,2,2,4,0,4569,Greene
29,2,2,5,0,4587,Greene
29,2,2,6,0,4675,Greene
29,2,2,7,0,4639,Greene
29,2,2,8,0,4691,Greene
29,2,2,9,0,4819,Greene
29,2,2,10,1,4911,Greene
29,2,2,11,1,5012,Greene
29,2,2,12,0,5076,Greene
29,2,2,13,1,5172,Greene
29,2,2,14,0,5239,Greene
29,2,2,15,0,5327,Greene
29,2,2,16,1,5332,Greene
29,2,2,17,0,5364,Greene
29,2,2,18,2,5439,Greene
29,2,2,19,0,5610,Greene
29,2,2,20,2,5774,Greene
29,2,2,21,1,5892,Greene
30,1,1,1,7,16767,Guernsey
30,1,1,2,13,17294,Guernsey
30,1,1,3,17,17869,Guernsey
30,1,1,4,11,18519,Guernsey
30,1,1,5,6,18668,Guernsey
30,1,1,6,18,18785,Guernsey
30,1,1,7,12,19027,Guernsey
30,1,1,8,17,19057,Guernsey
30,1,1,9,14,18956,Guernsey
30,1,1,10,16,18888,Guernsey
30,1,1,11,12,18989,Guernsey
30,1,1,12,12,19274,Guernsey
30,1,1,13,17,19682,Guernsey
30,1,1,14,22,19637,Guernsey
30,1,1,15,26,19434,Guernsey
30,1,1,16,23,19249,Guernsey
30,1,1,17,12,19125,Guernsey
30,1,1,18,15,18774,Guernsey
30,1,1,19,13,18310,Guernsey
30,1,1,20,20,18263,Guernsey
30,1,1,21,19,18037,Guernsey
30,1,2,1,0,334,Guernsey
30,1,2,2,0,352,Guernsey
30,1,2,3,0,368,Guernsey
30,1,2,4,1,383,Guernsey
30,1,2,5,0,384,Guernsey
30,1,2,6,0,387,Guernsey
30,1,2,7,0,399,Guernsey
30,1,2,8,0,402,Guernsey
30,1,2,9,0,394,Guernsey
30,1,2,10,0,390,Guernsey
30,1,2,11,0,395,Guernsey
30,1,2,12,1,408,Guernsey
30,1,2,13,0,417,Guernsey
30,1,2,14,0,441,Guernsey
30,1,2,15,0,456,Guernsey
30,1,2,16,1,477,Guernsey
30,1,2,17,2,500,Guernsey
30,1,2,18,3,520,Guernsey
30,1,2,19,0,520,Guernsey
30,1,2,20,0,543,Guernsey
30,1,2,21,0,558,Guernsey
30,2,1,1,4,18194,Guernsey
30,2,1,2,2,18735,Guernsey
30,2,1,3,2,19310,Guernsey
30,2,1,4,5,20028,Guernsey
30,2,1,5,8,20203,Guernsey
30,2,1,6,3,20305,Guernsey
30,2,1,7,3,20571,Guernsey
30,2,1,8,2,20708,Guernsey
30,2,1,9,6,20569,Guernsey
30,2,1,10,4,20560,Guernsey
30,2,1,11,8,20714,Guernsey
30,2,1,12,4,20996,Guernsey
30,2,1,13,5,21427,Guernsey
30,2,1,14,2,21487,Guernsey
30,2,1,15,5,21343,Guernsey
30,2,1,16,8,21221,Guernsey
30,2,1,17,5,21128,Guernsey
30,2,1,18,4,20882,Guernsey
30,2,1,19,5,20338,Guernsey
30,2,1,20,13,20255,Guernsey
30,2,1,21,7,19987,Guernsey
30,2,2,1,0,369,Guernsey
30,2,2,2,0,360,Guernsey
30,2,2,3,0,379,Guernsey
30,2,2,4,0,390,Guernsey
30,2,2,5,0,387,Guernsey
30,2,2,6,1,392,Guernsey
30,2,2,7,0,387,Guernsey
30,2,2,8,0,390,Guernsey
30,2,2,9,0,385,Guernsey
30,2,2,10,0,390,Guernsey
30,2,2,11,0,386,Guernsey
30,2,2,12,0,386,Guernsey
30,2,2,13,0,409,Guernsey
30,2,2,14,0,428,Guernsey
30,2,2,15,0,450,Guernsey
30,2,2,16,0,477,Guernsey
30,2,2,17,0,493,Guernsey
30,2,2,18,0,501,Guernsey
30,2,2,19,0,504,Guernsey
30,2,2,20,0,530,Guernsey
30,2,2,21,1,550,Guernsey
31,1,1,1,248,374673,Hamilton
31,1,1,2,228,371666,Hamilton
31,1,1,3,252,368071,Hamilton
31,1,1,4,256,367757,Hamilton
31,1,1,5,300,363008,Hamilton
31,1,1,6,267,360971,Hamilton
31,1,1,7,284,357138,Hamilton
31,1,1,8,258,350181,Hamilton
31,1,1,9,305,349511,Hamilton
31,1,1,10,323,346160,Hamilton
31,1,1,11,266,343064,Hamilton
31,1,1,12,311,338871,Hamilton
31,1,1,13,334,333138,Hamilton
31,1,1,14,285,332098,Hamilton
31,1,1,15,300,329635,Hamilton
31,1,1,16,325,326355,Hamilton
31,1,1,17,318,325986,Hamilton
31,1,1,18,322,325245,Hamilton
31,1,1,19,271,327544,Hamilton
31,1,1,20,303,326958,Hamilton
31,1,1,21,273,327061,Hamilton
31,1,2,1,54,68744,Hamilton
31,1,2,2,57,69150,Hamilton
31,1,2,3,48,70624,Hamilton
31,1,2,4,60,70706,Hamilton
31,1,2,5,46,71029,Hamilton
31,1,2,6,53,72086,Hamilton
31,1,2,7,62,72618,Hamilton
31,1,2,8,67,73073,Hamilton
31,1,2,9,67,74543,Hamilton
31,1,2,10,87,75580,Hamilton
31,1,2,11,72,76866,Hamilton
31,1,2,12,59,78464,Hamilton
31,1,2,13,82,79220,Hamilton
31,1,2,14,75,80344,Hamilton
31,1,2,15,84,81459,Hamilton
31,1,2,16,69,82308,Hamilton
31,1,2,17,90,83160,Hamilton
31,1,2,18,87,83960,Hamilton
31,1,2,19,83,85205,Hamilton
31,1,2,20,77,86488,Hamilton
31,1,2,21,80,87683,Hamilton
31,2,1,1,62,410461,Hamilton
31,2,1,2,62,407879,Hamilton
31,2,1,3,68,403408,Hamilton
31,2,1,4,80,402393,Hamilton
31,2,1,5,82,397026,Hamilton
31,2,1,6,81,394903,Hamilton
31,2,1,7,101,390922,Hamilton
31,2,1,8,90,384453,Hamilton
31,2,1,9,100,383210,Hamilton
31,2,1,10,101,379985,Hamilton
31,2,1,11,126,377084,Hamilton
31,2,1,12,119,372169,Hamilton
31,2,1,13,142,366290,Hamilton
31,2,1,14,145,365428,Hamilton
31,2,1,15,139,363205,Hamilton
31,2,1,16,141,359965,Hamilton
31,2,1,17,184,358957,Hamilton
